Sinhala,Tamil,Class
ඕගස්ටාවත්ත,ஒகஸ்டாவத்த,Sinhala
පරණ කල්මුනේ පාර,பழைய கல்முனை வீதி,Sinhala
නොච්චිමුනේ,நொச்சிமுனை,Tamil
මහකංඩිය,மஹகண்டிய,Sinhala
මායාදුන්න,மாயாதுன்ன,Sinhala
වරුන්කැටගොඩ,வருன்கெடகொட,Sinhala
ට්‍රැක්  ,டிரக்,Sinhala
පලුකන්දෑව,பிரிவு,Sinhala
ගල්ගමුව,பளுகன்தேவ கல்கமுவ,Sinhala
වැරැන්කැටගොඩ,வெரென்கெடகொடை,Sinhala
වාරිමාර්ග මහල් නිවාස,நீர்ப்பாசன தொடர்மாடி,Sinhala
ද සොයිසා මහල් නිවාස,டீ சொய்சா தொடர்மாடி,Sinhala
සොයිසාපුර,சொய்சாபுர,Sinhala
යකහළුව,யகஹளுவ,Sinhala
කිරිවත්තුඩුව,கிரிவத்துடுவ,Sinhala
කෙරවලපිටිය,கேரவலபிடிய,Sinhala
ඉපලව,இபலவ,Sinhala
වාරියපොල,வாரியபொல,Sinhala
පැලවත්ත තේ ව්‍යාපාරය,பெலவத்த தேயிலை வேளாண்மை,Sinhala
ගුලනවත්ත,குலனவத்தை,Sinhala
වටදෙනිය,வடதெனிய,Sinhala
ගොමිල,கொமில,Sinhala
මාවරල,மாவரல,Sinhala
පරකන්දෙනිය,பரகந்தெனிய,Sinhala
ඉඹුල්ගොඩ,இபுல்கொட,Sinhala
ගල්කටුව පාර,கல்கமுவ வீதி,Sinhala
දළුපත,தலுபத,Sinhala
පන්සල පාර,பள்ளி வீதி,Sinhala
බෝගහයාය,போகஹயாய,Sinhala
මහකනදරාව,மகாகனதராவ,Sinhala
මිහින්තලේ,மிகிந்தலை,Sinhala
මරදාන පාර,மருதானை வீதி,Sinhala
පොළොන්නරුව,பொலன்நறுவ,Sinhala
හබර,ஹபறன,Sinhala
සපුමල් මාවත,சபுமல் மாவத்தை,Sinhala
සිරිමල් උයන,சிறிமல் உயன,Sinhala
ගුණසේකර පාර,குணசேகர வீதி,Sinhala
හෙයියන්තුඩුව,ஹெயியனதுடுவ,Sinhala
දැතෑමුල්ල,தேத்திமுள்ள,Sinhala
මහජන මාවත,மஹஜன மாவத்தை,Sinhala
ඔරුවල,ஒருவள,Sinhala
බදුර් පාසල පාර,பதூர் பாடசாலை ரோட்,Sinhala
තල්වත්ත පාර,தலவத்த வீதி,Sinhala
නිලන්නෝරුව,நிலன்னோருவ,Sinhala
මාදිපොල,மடிபொல,Sinhala
උඩුවර වත්ත,உடுவர தோட்டம்,Sinhala
දෙමෝදර,தெமோதரை,Sinhala
රන්දෙණිය උයන,ரந்தெனி உயன,Sinhala
කුරුඳුගහහැතැක්ම,குருந்துகஹஹெதெக்ம,Sinhala
ඇල්පිටිය,எல்பிடிய,Sinhala
ප්‍රදීප් ඉන්ඩස්ට්‍රිස්,பிரதீப் இன்டஸ்ரீஸ்,Sinhala
කොරටුවවත්ත,கொரடுவவத்த,Sinhala
ඉහළ මලිඳුව,இஹல மலிந்டுவ,Sinhala
අකුරැස්ස,அகுருஸ்ஸ,Sinhala
වන පටුමග,ஆம் ஒழுங்கை,Sinhala
පරණ කැස්බෑව පාර,பழைய கஸ்பேவ வீதி,Sinhala
උතුර සිරිගම්පල,சிரிகம்பல வடக்கு,Sinhala
ගොඩවෙල,கொடவெல,Sinhala
දංඕවිට,தங்ஓவிட,Sinhala
දෙව්සිරිපුර,தேவ்சிரிபுற,Sinhala
තලවකැලේ,தலவாகல்லை,Sinhala
හෙට්ටිගෙවත්ත,ஹெட்டிகேவத்த,Sinhala
මීඇල්ල,மீஎல்ல,Sinhala
රණසිංහගොඩ,ரணசின்ஹகொட,Sinhala
සාම ජනපදය,சம ஜனபதய,Sinhala
කෙරවලපිටිය පාර,கெரவலபிடிய வீதி,Sinhala
පල්ලවෙල,பல்லவெல,Sinhala
මොරහැල,மொரஹெல,Sinhala
බලංගොඩ,பலங்கொட,Sinhala
කන්ද පාර,கந்த ரோட்,Sinhala
දාගහහේන,தங்கஹ ஹேன,Sinhala
පනාගොඩ,பனாகொட,Sinhala
පන්නිමුල්ල,பண்ணிமுள்ள,Sinhala
වෙදගේවත්ත පාර,வெதகே வத்தை வீதி,Sinhala
මාගම්මන,மாகம்மன,Sinhala
හෝමාගම,ஹோமாகம ஹோமாகம,Sinhala
මහගෙදර වත්ත,மஹகெதரவத்த,Sinhala
නාපාගොඩ,நாபாகொட,Sinhala
මද්දුමගෙවත්ත,மத்துமகெவத்த,Sinhala
උළුවිටිකේ,உளுவிட்டிகே,Sinhala
පරණ කැස්බෑව පාර,பழைய கெஸ்பேவ வீதி,Sinhala
මැදගොඩැල්ල,மேதகோதேல்ல,Sinhala
මැද්දේගම,மேத்தேகம,Sinhala
දකුණු පුල්ලුහේන,புல்லுஹென,Sinhala
බෝපිටිය,போபிட்டிய,Sinhala
රණාල පාර,ரணால வீதி,Sinhala
එකමුතුගම,எகமுதுகம,Sinhala
මුතුවැල්ල මාවත,முத்துவெல்ல மாவத்த,Sinhala
සමගි මාවත,சம்கி மாவத்தை,Sinhala
බැලුන්මහර,பெளும்மஹர,Sinhala
මුදුන්ගොඩ,முதுங்கொட,Sinhala
පටුමග,முதலாம் ஒழுங்கை,Sinhala
කළපළුවාව,கலபலுவாவ,Sinhala
පන්විල,பண்வில,Sinhala
පල්ලිය පටුමග,பள்ளி லேன்,Sinhala
හෙලතුන්තල,ஹெலதுங்கள,Sinhala
මඩුකොටන්ආරාව,கடுகொட்டன்அராவ,Sinhala
බඩල්කුඹුර,படல்கும்புர,Sinhala
තලංගහ වත්ත,தலங்காவத்தை,Sinhala
පහළ කොටස,கீழ் பிரிவு,Sinhala
තිරුඥානසම්පන්තර් පාර,திருஞானசம்பந்தர் வீதி,Tamil
දිද්දෙණිය පාර,தித்தெனிய ரோட்,Sinhala
පහත්ගම,பஹத்கம,Sinhala
ශාන්ත මරියා පාර,சாந்த மரியா ரோட்,Sinhala
ජාවත්ත වත්ත,ஜாவத்த வத்த,Sinhala
කලුතර උතුර,களுத்துறை வடக்கு,Sinhala
සස්මිත,சச்மித்த,Sinhala
කාල්වාන,கால்வான,Sinhala
අරණායක,அரநாயக்க,Sinhala
අම්බලයාය,அம்பலயாய,Sinhala
කටාන,கடான,Sinhala
කැටවලමුල්ල පෙදෙස,கெடவலமுல்ல இடம்,Sinhala
මාටීස් පටුමග,மர்தீஸ ஒழுங்கை,Sinhala
සිරිසුමංගල පාර,சிறி சுமங்கள வீதி,Sinhala
සරික්කම්මුල්ල,சரிக்கமுல்ல,Tamil
කෙසෙල්වත්ත,கெசல்வத்த,Sinhala
වෝර්ඩ් පෙදෙස,வோர்ட் இடம்,Sinhala
කොට්ටාව,கொட்டாவ,Sinhala
පන්නිපිටිය,கிழக்கு பன்னிபிட்டிய,Sinhala
බටවල ජනපදය,படவள ஜனபதய,Sinhala
මෝරාගල,மோராகல,Sinhala
පේරගොල්ල,பேரகொல்ல,Sinhala
මුරුතලාව,முருதலாவ,Sinhala
කුඩත්තනයි බටහිර,குடத்தனை மேற்கு,Tamil
වල්කන්ඩි,வலிக்கண்டி,Tamil
ඩි මෙල් වත්ත,மேல்வத்தை,Sinhala
නවගම්පුර,நவகம்புர,Sinhala
ස්ටේස් පාර,ஸ்டேஸ் வீதி,Sinhala
රාමක්‍රිෂ්නා උයන,இராமகிருஷ்ணா தோட்டம்,Tamil
කොළඹ,கொழும்ப,Sinhala
අලුත්මාවත පාර,அளுத்மாவத்தை வீதி,Sinhala
මලිගාවත්ත,மலிகாவத்த,Sinhala
බැංකන් වත්ත,பென்கன் வத்த,Sinhala
කැබැල්ලකුඹුර,கெபெல்லகும்புற,Sinhala
හිරිවඩුන්න,ஹிருவடுன்ன,Sinhala
පරකන්දෙනිය,பரகன்தெனிய,Sinhala
ඉඹුල්ගොඩ,இம்புல்கொட,Sinhala
හබරකඩ නැගෙනහිර,ஹபரகட கிழக்கு,Sinhala
ගුණසේකර පටුමග,குணசேகர ஒழுங்கை,Sinhala
ගොරකගහ පාර,மொரகெக வீதி,Sinhala
බෙන්ටිස්හේන,பென்டிஸ்ஹேன,Sinhala
මීපාවිට,மீபாவிட,Sinhala
රන්සෑගොඩ,ரன்சேகொட,Sinhala
සේරණ,சேரண,Sinhala
අරාවත්ත,அராவத்த,Sinhala
කරවිල ලන්ද,கரவிலலந்த,Sinhala
යල්වෙල,யல்வெல,Sinhala
මහියංගනය,மஹியங்கனை,Sinhala
කුඩා ඔය,குடா ஓயா,Sinhala
වෙලම්පැලේ,வெலம் பெலே,Sinhala
රඹුක්යාය,ரம்புக்யாய,Sinhala
දෙහිවත්ත,தெஹிவத்த,Sinhala
ඉහළමුල්ල,இகலமுல்ல,Sinhala
අංකුඹුර,அங்கும்புர,Sinhala
මඩදෙනිය,மடதெனிய,Sinhala
පුජාපිටිය,பூஜாபிட்டிய,Sinhala
තෙඹුගොල්ල,தெபுகொல்ல,Sinhala
ඉහලමුල්ල,இகலமுல்ல,Sinhala
මොරගොල්ල ජනපදය,மொரகொல்ல குடியேற்றம்,Sinhala
නුගලියද්ද,நுகலியத்தை,Sinhala
කොරතොට,கொரதொட்ட,Sinhala
සුදර්ශන මාවත,சுதர்ஷன மாவத்தை,Sinhala
මාලඹේ,மாலபே,Sinhala
ගල්පොත්ත වත්ත,கல்பொத்த தோட்டம்,Sinhala
හිඳගොල්ල,ஹிந்தகொல்ல,Sinhala
මාවත්ත,மாவத்த,Sinhala
නව කාත්තන්කුඩි,புதிய காத்தான்குடி,Tamil
ජා ඇල,ஜா எல,Sinhala
වේවැස්ස වත්ත,வேவெஸ்ஸதோட்டம்,Sinhala
වේවැස්ස කොටස,வேவெஸ்ஸபிரிவு,Sinhala
කීනලන්ද වත්ත,கீனலந்த திட்டம்,Tamil
දොඩම්ගොල්ල,தோட்டம்கோல்ல,Sinhala
මුහන්දිරම් පාර,முஹந்திரம் வீதி,Sinhala
කොල්ලුපිටිය,கொள்ளுப்பிட்டி,Sinhala
නෙල්සන් පෙදෙස,நெல்சன் இடம்,Sinhala
මල්ලැහැව,மல்லெஹெவ,Sinhala
කල් එළිය,கல்எலிய,Sinhala
ඩක්වාරිය වත්ත,துக்வாரி தோட்டம்,Sinhala
එළගොල්ල කොටස,எலகொல்ல பிரிவு,Sinhala
රංගල,ரங்கல,Sinhala
දේවහුව,தெவகுவ,Sinhala
දෙහියාලවත්ත,தெகியலாவத்தை,Sinhala
යටිවාවල,யடிவாவல,Sinhala
කටුගස්තොට,கடுகஸ்தோட்ட,Sinhala
දෙමටගොඩ පෙදෙස,தெமடகொடை இடம்,Sinhala
බිතුගල්ගම,பிதுகல்கம,Sinhala
විකිළිය,விகிலிய,Sinhala
පන්සල අසල,பௌத்த விகாரை அருகில்,Sinhala
දාමහණ,தாமஹண,Sinhala
බුලත්ගම,புலத்கம,Sinhala
විජනත්කුඹුර,விஜனத்கும்புர,Sinhala
රාස්සගල,ராஸ்ஸகல,Sinhala
දඹගහලියද්ද,தம்பகஹலியத்த,Sinhala
දාමහන,தாமஹன,Sinhala
රංදොළ පාර,ரங்தொல வீதி,Sinhala
කිරිමැටිතැන්න,கிரிமேடிதென்ன,Sinhala
දාමහන,தாமஹண,Sinhala
බුදුගල,புதுகல,Sinhala
කල්තොට,கல்தொட,Sinhala
ජනඋදානගම,ஜனஉதானகம,Sinhala
උඩකන්ද,உடகந்த,Sinhala
මුල්ගම,முல்கம,Sinhala
බලිඳුවාව,பலிந்துவாவ,Sinhala
කොටුගොඩැල්ල,கொடுகொடேல்ல,Sinhala
විජනත්කුඹුර,விஜனத்கும்புற,Sinhala
ඇල්ලේපොල,அல்லேபொல,Sinhala
දියවින්න,தியவித்த,Sinhala
මීගස්තැන්න,மீகஸ்தென்ன,Sinhala
ගලබඩ,கலபட,Sinhala
අංගම්මන පාර,அங்கம்மன வீதி,Sinhala
ගනේගොඩ,கனேகொட,Sinhala
ඇතුගල,ஏதுகல,Sinhala
නවසේනපුර,நவசேனபுர,Sinhala
මොනරතැන්න,மொனரதென்ன,Sinhala
වැලිකන්ද,வெலிக்கந்தை,Sinhala
සඳුන්පිටිය,சந்துன்பிட்டி,Sinhala
ගිනිදමන,கினிதமன,Sinhala
කුඹුක්ගැටේ පාර,கும்புக்கெடெ வீதி,Sinhala
ඕගොඩපොළ,ஒகொடபொல,Sinhala
කහටෝවිට,கஹடோவிட்ட,Sinhala
බටුගෙවත්ත,பட்டுகெவத்த,Sinhala
පෙරේරා මාවත,பெரேரா மாவத்த,Sinhala
මීතොටමුල්ල පාර,மீதொட்டமுல்ல வீதி,Sinhala
වැල්ලම්පිටිය,வெல்லம்பிட்டி,Sinhala
දුම්රියපල පාර,புகையிரத வீதி,Sinhala
දෙල්පාවත්ත,தெல்பாவத்த,Sinhala
මහගම,மஹகம,Sinhala
කනුකැටිය,கனுகெடிய,Sinhala
මල්වාන,மல்வான,Sinhala
ගෝනමඩිත්ත පාර,கோனமடித்த வீதி,Sinhala
මිල්ලගොඩ,மில்லகொட,Sinhala
බුලුගහ පාර,புலுகஹ வீதி,Sinhala
ලුනුවිල,லுணுவில,Sinhala
මොරුන්න,மொருன்ன,Sinhala
මිල්ලකන්දවත්ත,மில்லகந்தவத்த,Sinhala
කෝවිල් පාර,கோவில் வீதி,Sinhala
බුලත්සිංහල,புலத்சிங்கள,Sinhala
දේවානම්පියතිස්ස මාවත,தேவானம்பியதிஸ்ஸ மாவத்தை,Sinhala
කොලනිය,கொலனி,Sinhala
අරුක්ගොඩ,அறுக்கொட,Tamil
වැලිඅමුණ පාර,வெலிஅமுன வீதி,Sinhala
වීරසෙවන,வீரசெவன,Sinhala
වල්ලිවල,வல்லிவள,Sinhala
ඩෙල්ටා වත්ත,டெல்டா தோட்டம்,Sinhala
පුපුරුස්ස,புப்புரஸ்ஸ,Sinhala
රණසිංහ පාර,ரணசிங்க வீதி,Sinhala
පාසල අසල,பாடசாலைஅருகில்,Sinhala
පරාක්‍රම මාවත,பாரக்கிரம வீதி,Sinhala
කන්තලේ,கந்தளை,Sinhala
නාම්පමුණුව,நாம்பனுவ,Sinhala
පන්සල පාර,பன்சாலை வீதி,Sinhala
උමංගාව,உமங்காவ,Sinhala
කටුපොත,கடுபொத,Sinhala
සාමය,சாமய,Sinhala
මතුගම පාර,மத்துகம வீதி,Sinhala
නෑබොඩ,நாகொட,Sinhala
දෙබහැර,தெபஹெர,Sinhala
මෝර්ගන් පාර,மோர்கன் வீதி,Sinhala
ගොඩපලවත්ත,கொடபலவத்தை,Sinhala
මැදවෙල,மெதவெல,Sinhala
හාරිස්පත්තුව,ஹாரிஸ்பத்துவ,Sinhala
ගොවිපල පාර,பண்ணை வீதி,Sinhala
කදිරාන වත්ත,கதிரான தோட்டம்,Sinhala
සිරිමංගල වත්ත,சிரிமங்கள வத்தை,Sinhala
උතුරු මාම්පේ,வடக்கு மாம்பே,Sinhala
කැළණි ගඟ,களனி கங்கை,Sinhala
මෝල පාර,ஆலை வீதி,Sinhala
මට්ටක්කුලිය,மட்டக்குலிய,Sinhala
අපොන්සු මාවත,அபோன்சு மாவத்தை,Sinhala
ලක්ෂපතිය,இலக்ஷபதிய,Sinhala
කූල්ස්පොට්,கூல் ஸ்பொட்,Sinhala
සිරිරේවත මාවත,சிறிரேவத மாவத்த,Sinhala
වෙහෙරහේන,வெஹெரஹேன,Sinhala
අකාඩමුල්ල,அகாடமுல்ல,Sinhala
ආරච්චිවත්ත,ஆரச்சிவத்த,Sinhala
නැදගමුව,நெதகமுவ,Sinhala
කොටුගොඩ,கொடுகொட,Sinhala
රඹවැව,ரம்பவெவ,Sinhala
මාබෝල,மாபோலை,Sinhala
ශ්‍රි සිද්ධාර්ථ පාර,சிறி சித்தார்த்த வீதி,Sinhala
රන්දියගම,ரன்தியகம,Sinhala
කොලින්ජාඩිය,கொளின்ஜாடிய,Sinhala
කොස්කැටිය,கொஸ்கெட்டிய,Sinhala
ඇඩම්ස් මාවත,அடம்ஸ் மாவத்தை,Sinhala
හීනුක්කිරියාව,ஹினுக்கிரியாவ,Sinhala
ගනේවල්පොල,கநேவல்போல,Sinhala
පොල්හේන්ගොඩ,பொல்ஹேன்கோட,Sinhala
කොස්ගල වත්ත,கொஸ்கல தோட்டம்,Sinhala
කහංගම,கஹங்கம,Sinhala
ගොරොක්ගොඩ,கொரொக்கொட,Sinhala
සමඟිපුර,சமங்கிபுர,Sinhala
මුවගම කන්ද,முவகம கந்த,Sinhala
මුවගම,முவகம,Sinhala
දෙවාලයගාව,தேவாலயகாவ,Sinhala
විපුලානන්දර් පාර,விபுலானந்தர் வீதி,Tamil
කල්ලඩි,கல்லடி,Tamil
උප්පෝඩයි,உப்போடை,Tamil
පොල්ගහඋඩුමුල්ල,பொல்கஹஉடுமுல்ல,Sinhala
ඇලදූව,ஆலதூம,Sinhala
බටකුලකැටිය,பெடகுளகாடிய,Sinhala
බෝම්ඹුවල,போம்புவல,Sinhala
කළුතර දකුණ,களுத்துறை வடக்கு,Sinhala
පහල මුරුතැන්ගේ,கீழ் முருதன்கே,Sinhala
සිරිසුමේධ මාවත,ஸ்ரீ சுமேத மாவத்த,Sinhala
දැල්තර,தெல்தர,Sinhala
එගොඩහවත්ත,எகொடஹவத்த,Sinhala
පුවක්දන්ඩාව,புவக்தண்டாவ,Sinhala
බෙලිඅත්ත,பெலியத்த,Sinhala
සංඝමිත්තා මාවත,சங்கமித்தா மாவத்தை,Sinhala
සම්මන්ත්‍රණ පුරය,சம்மந்த்ரன புர,Sinhala
බාලිකා පාර,பாலிகா வீதி,Sinhala
නාගමඩුව,நாகமடுவ,Sinhala
වනාතවිල්ලුව,வனாத்தவில்லு,Sinhala
මහින්දාරාමය,மஹிந்தாராமய,Sinhala
හොරහේන,ஹொரஹேன,Sinhala
කිඹුලාපිටිය,கிம்புலாபிட்டிய,Sinhala
පශු වෛද්‍ය කාර්යාලය අසල,கால்நடைவைத்தியசாலை அருகாமை,Sinhala
කිවුලේහිඳ,கிவுலேஹிந்த,Sinhala
නන්නපුරාව,நன்னபுராவ,Sinhala
ගොරකගහ මාවත,கரக்ககஹ மாவத்தை,Sinhala
පාමංකඩ,பாமன்கடை,Sinhala
අලගල්ල වත්ත,அலகல்ல தோட்டம்,Sinhala
පොත්තපිටිය,பொத்தபிடிய,Sinhala
මැණික්දිවෙල,மெணிக்திவெல,Sinhala
ඌව,ஊவ,Sinhala
ගැමුණුපුර,கெமுனுபுர,Sinhala
මාපාකඩවැව,மாபாகடவெவ,Sinhala
හෙට්ටි වත්ත,ஹெட்டிவத்த,Sinhala
මුරුතලාව,முறுத்தலாவை,Sinhala
කණුව,ம் கட்டை,Sinhala
තංතිරිගම,தந்திரிகம,Sinhala
මකුල්වැව,மகுல்வெவ,Sinhala
පන්සල ඉදිරිපිට,விகாரை முன்பாக,Sinhala
නිකදළුපොත,நிக்கதழுபொத்த,Sinhala
දාපනේ,தாபனே,Sinhala
ඕමල්පේ,ஓமல்பே,Sinhala
වීරසිංහ මාවත,வீரசிங்க மாவத்தை,Sinhala
පෙතියාගොඩ,பெதியாகொட,Sinhala
ජාතික නිවාස ක්‍රමය,தேசிய வீடமைப்புத் திட்டம்,Sinhala
මෑවැල්ල පාර,மேவெல்ல வீதி,Sinhala
දීවිල්ල දකුණ,தீவில்ல தெற்கு,Sinhala
යටවත්ත,யடவத்தை,Sinhala
යටවත්ත වත්ත,யடவத்தை தோட்டம்,Sinhala
උදයනගර් ,உதயநகர்,Sinhala
ශ්‍රී රතනජෝති මාවත,சிறி ரத்னஜோதி மாவத்தை,Sinhala
කුඩාවස්කඩුව,குடாவஸ்கடுவ,Sinhala
වස්කඩුව,வஸ்கடுவ,Sinhala
අලුත් පල්ලිය පාර,புதிய தேவாலய வீதி,Sinhala
කලමුල්ල,கலமுல்ல,Sinhala
අරලිය උයන,அரலிய உயன,Sinhala
මරේ කොටස,மரே பிரிவு,Sinhala
මරේ වතුයාය,மரே குரூப்,Sinhala
මස්කෙළිය,மஸ்கெலியா,Sinhala
වොර්ලි කොටස,வோர்லி பிரிவு,Sinhala
වනරාජ වත්ත,வனராஜா தோட்டம்,Sinhala
දික්ඔය,டிக்கோயா,Sinhala
වනරාජා පහල කොටස,வனராஜா கீழ்பிரிவு,Sinhala
වනරාජා වත්ත,வனராஜா தோட்டம்,Sinhala
ෆෝඩයිස් වත්ත,போடைஸ் தோட்டம்,Sinhala
ඉන්වරී වත්ත,இன்வரி தோட்டம்,Sinhala
වලදල කොටස,வலதல பிரிவு,Sinhala
මරේ වත්ත,மரே தோட்டம்,Sinhala
ෆෝඩයිස්වත්ත,பிரோடைஸ்தோட்டம்,Sinhala
බ්‍රිඩ්වෙල්වත්ත,பிரிட்வெல்தோட்டம்,Sinhala
බගවන්තලාව,பொகவந்தலாவை,Sinhala
ඉහලගම,இகலகம,Sinhala
වොල්ස් පටුමග,வோல்ஸ் ஒழுங்கை,Sinhala
මාමුලෙයි,மாமூலை,Tamil
මුල්ලියවලෙයි,முள்ளியவளை,Tamil
හැව්ලොක් පාර,ஹெவ்லொக் வீதி,Sinhala
ක්‍රිස්තුරාජ මාවත,கிறிஸ்துராஜ மாவத்த,Sinhala
හේකිත්ත,ஹேகித்த,Sinhala
රණජයපුර,ரணஜயபுர,Sinhala
ඉපලෝගම,இபலோகம,Sinhala
කත්තොට,கத்தொட்ட,Sinhala
පුදුමුහත්තුවාර පාර,புதுமுகத்துவார வீதி,Sinhala
මඩකළපුව,மட்டக்களப்பு,Tamil
පොල්වත්ත,பொல்வத்தை,Sinhala
රුපීවල,ரபீவள,Sinhala
බූස්ස,பூச்ச,Sinhala
තේක්ක වත්ත,தேக்கை தோட்டம்,Sinhala
තැන්නකුඹුර,தென்னகும்புர,Sinhala
ජම්බුවත්ත,ஜம்புவத்த,Sinhala
කට්ටිමහන,கட்டிமஹன,Sinhala
ගුරුගොඩැල්ල,குருகொடெல்ல,Sinhala
කොටවාය ගෙදර,கொட்டவாய கெதர,Sinhala
දිඹුල්ගොඩ,திம்புல்கொட,Sinhala
හකුරුවෙල,ஹதுருவெல,Sinhala
සිංහගිරි,சிங்ஹகிரி,Sinhala
කොහොඹගස්වැව,கொஹொம்பகஸ்வெவ,Sinhala
මිල්ලගහහේන,மில்லகஹஹேன,Sinhala
මිල්ලනිය,மில்லனிய,Sinhala
මැටිහක්ක,மெட்டிஹக்க,Sinhala
තිබ්බටුකනත,திப்பட்டுகனத்த,Sinhala
ගම්මඩුව,கம்மடுவ,Sinhala
කළුතර පාර,களுத்துறை வீதி,Sinhala
මුල්කඩකන්ද,முல்கடகந்த,Sinhala
බටගොඩ,பட்டகொட,Sinhala
ගල්පාත,கல்பான,Sinhala
කලුගහකොලය,கலுகஹகொலய,Sinhala
ඇකිරියන්කුඹුර,அகிரியன்கும்புற,Sinhala
කඩුවෙල පාර,கடுவெல வீதி,Sinhala
මාලඹේ,மாலபை,Sinhala
ඉහළ බෝමිරිය,இஹல போமிறிய,Sinhala
ගනේවත්ත පාර,கனேவத்த வீதி,Sinhala
කවුඩුමුන්න,கவுடுமுன்ன,Sinhala
දඹදෙනිය,தம்பதெனியா,Sinhala
දෙවාලේගාව,தேவாலேகாவ,Sinhala
අස්ගිරිවල්පොල,அஸ்கிரிவல்பொல,Sinhala
උඩුගම්පොල,உடுகம்பொல,Sinhala
බුලත්හේන,புலத்ஹேன,Sinhala
ඔබ්බෙගොඩ,ஒபேகொட,Sinhala
බංඩාරපුලයින්කුලම,பண்டாரபுளயின்குளம்,Sinhala
රත්නායක මාවත,ரத்னாயக்க மாவத்தை,Sinhala
පැලවත්ත,பலவத்தை,Sinhala
හැලඹාන,கெலம்பான,Sinhala
පන්නගමුව,பன்னகமுவ,Sinhala
වීරවිල,வீரவில,Sinhala
පැපිලියවත්ත,பெபிலியவத்த,Sinhala
දොඩම්ගොඩ,தொடம்கொடை,Sinhala
කූ  ග,கு  கா,Sinhala
මිහිඳු මාවත,மிஹிந்து மாவத்த,Sinhala
රන්මිණිතැන්න,ரன்மினிதென்ன,Sinhala
ශ්‍රී තපෝදාරාමය,ஸ்ரீ தபோதாராம,Sinhala
පන්නම්ගොඩ්,பன்னம்கொட,Sinhala
හික්කඩුව,ஹிக்க்கடுவ,Sinhala
රදාවඩුන්න,ரடாவடுன்ன,Sinhala
නාරංවල,நாரன்வல,Sinhala
වැලිවේරිය,வலிவேரிய,Sinhala
සමන්ගම,சமன்கம,Sinhala
කරංගොඩ,கரன்கொட,Sinhala
හේනේගම පාර,ஹேனேகம வீதி,Sinhala
මැහිඇල්ල පාර,மெஹிஎல்ல வீதி,Sinhala
දික්පිටිය වත්ත,திக்பிட்டிய வத்த,Sinhala
වඩුගෙදරවත්ත,வடுகெதர தோட்டம்,Sinhala
මැහිඇල්ල,மெஹிஅல்ல,Sinhala
මොඩර්වත්ත,மொடர் தோட்டம்,Sinhala
උඩමාකඩවර,உடமாகடவர,Sinhala
හිඟුල,ஹிந்துல,Sinhala
දෙයියන්දර ගෙදර,தெயியந்தர கெதர,Sinhala
පහළ කීඹිය,கீழ் கீம்பிய,Sinhala
අලුත්නුවර,அளுத்நுவர,Sinhala
මාවනැල්ල,மாவனல்லை,Sinhala
ශ්‍රී සුදර්ශනාරාමය,ஸ்ரீ சுதர்சனாராமயா,Sinhala
මීපිටිය,மீபிட்டிய,Sinhala
හෙම්මාතගම,ஹெம்மாதகம,Sinhala
වාඩියතැන්න,வாடியதென்ன,Sinhala
නෙට්ටාතගම,நெட்டாதகம,Sinhala
ඉහලදාස්වත්ත,இஹலதாஸ்வத்தை,Sinhala
පල්ලේබැද්දවල,பல்லேபெத்தவல,Sinhala
මාකෙහෙල්වල,மாகெஹெல்வல,Sinhala
තිහාරිය,திஹாரிய,Sinhala
කලගෙඩිහේන,கலகெடிஹேன,Sinhala
බෝපැත්ත,போபெத்த,Sinhala
ඌරාපොල,ஊராபொல,Sinhala
පොල්හේන පාර,பொல்ஹேன வீதி,Sinhala
පලුගස්වැව ,பளுகஸ்வெவ,Sinhala
මුස්ලිම් කොළණිය,முஸ்லிம் கொலனி,Sinhala
විජිතපුර,விஜிதபுர,Sinhala
දිගන පාර,திகன வீதி,Sinhala
නවගම්පුර ,நவகம்புர,Sinhala
නැගෙනහිර දඩගමුව,கிழக்கு தடகமுவ,Sinhala
කායර් පාර,காயர் வீதி,Tamil
කොහොලාන,கொஹொலான,Sinhala
කළුතර  දකුණ,களுத்துறை  தெற்கு,Sinhala
දෙවන බෝධිය,இரண்டாம் போதி,Sinhala
බලන්ගොඩ පාර,பலாங்கொடை வீதி,Sinhala
බටලන්ද,பட்டலந்த,Sinhala
සඳරැස්ගම,சந்தரெஸ்கம,Sinhala
එප්පාවල,எப்பாவல எப்பாவல,Sinhala
මයිලකුඩා වැව,மயிலகுடாவெவ,Tamil
ත්‍රි  මහදිවුල්වැව,தி  மகதிவுல்வெவ,Sinhala
පුගල්ල,பூகல்ல,Sinhala
කිතලව,கிதலவ,Sinhala
දමනිය ගහ,தமனிய கஹ,Sinhala
කොරටුව,கொரட்டுவ,Sinhala
උඩුපීල්ලේගොඩ බටහිර,உடுபில்லேகொட மேற்கு,Sinhala
හක්මණ,ஹக்மன,Sinhala
සිරිසෙවන,சிறிசெவன,Sinhala
බුළුහේන,புளுஹேன,Sinhala
නරවැල්පිට නැගෙනහිර,நரவெல்பிட்ட கிழக்கு,Sinhala
හක්මණ,ஹக்மண,Sinhala
කෝංකැටිය,கொங்கெட்டிய,Sinhala
ඇල්ලේවෙල බටහිර,எல்லேவெல மேற்கு,Sinhala
අලුත්වත්ත,புதிய தோட்டம்,Sinhala
