Sinhala,Tamil,Class
ජයසූරිය ආරච්චිලාගේ රෝෂන් වසන්ත කුමාර,ஜயசூரிய ஆரச்சிலாகே ரோஷன் வசந்த குமார,Sinhala
යක්දෙහිගේ නිශාන් මධුරංග තිලකසිරි,யக்தெஹிகே நிஷான் மதுரங்க திலகசிரி,Sinhala
රාජපක්ෂ අප්පුහාමිලාගේ නදිසංකා උපමාලි රාජපක්ෂ,ராஜபக்ஸ அப்புஹாமிலாகே நதிசந்கா உபமாலி ராஜபக்ஸ,Sinhala
සේදරගේ සරත් වීරතුංග,சேதரகே சரத் வீரதுங்க,Sinhala
මහමන්ඩලීගේ මානෙල් මංජුලා ප්‍රනාන්දු,மகமண்டலிகே மானெல் மஞ்ஜுளா பர்னாந்து,Sinhala
උඩහේනේ බටගල්ලේ ගෙදර දර්ශනී නයනා රාජපක්ෂ,உடஹேனே பட்டகல்லே கெதர தர்ஸனி நயனா ராஜபக்ஷ,Sinhala
දයාපරන් කජීපන්,தயபரன் கஜீபன்,Sinhala
මුනිවිල ගෙදර උදය නිමල් බණ්ඩාර,முனிவில கெதர உதய நிமல் பண்டார,Sinhala
සමරකෝන් මුදියන්සේලාගේ අතුල බණ්ඩාර සමරකෝන්,சமரகோன் முதியன்சேலாகே அத்துல பண்டார சமரகோன்,Sinhala
තංගලු ගමගේ සුසිරි අන්ජුකා කුමුදු කුමාරි,தங்கலு கமகே சுசிரி அஞ்சுகா குமுது குமாரி,Sinhala
විතානවසම් පත්මිණී වික්‍රමසිංහ,விதானவசம் பத்மினி விக்ரமசிங்ஹ,Sinhala
සමරනායකගේ ප්‍රේමලතා,சமரனாயககே பிரேமலதா,Sinhala
මනිමෙල්දුර දයාවතී,மனிமெல்துர தயாவதீ,Sinhala
පහල ගෙදර ලීලාවති,பஹல கெதர லீலாவதி,Sinhala
තලගලගේ තත්සර සංගීත් පෙරේරා,தலகலகே தத்சர சங்கீத் பெரேரா,Sinhala
වර්ණකුලසූරිය වරුණි මේනකා,வர்ணகுலசூரிய வருணி மேனகா,Sinhala
වීසිංහ මුදියන්සේලාගේ සුමේද ජානක විපුලසාර,வீசிங்ஹ முதியன்சேலாகே சுமேத ஜானக விபுலஸார,Sinhala
අම්බිගා වාගීසන්,அம்பிகா வாகீசன்,Sinhala
අලවලයලාගේ ක්‍රිසාන්ත ඉන්දික සම්පත්,அலவலயலாகே கிரிசாந்த இந்திக சம்பத்,Sinhala
උපසේන ජයවර්ධන,உபசேன ஜயவர்தன,Sinhala
මානගේ මාලිකා ප්‍රභා අමිතාංගනී සුල්තානාගොඩ,மானகே மாலிகா பிரபா அமிதாங்கனி சுல்தானாகொட,Sinhala
ෆස්ලුල් අස්මි මොහමඩ් අර්කම්,பஸ்லுல் அஸ்மி மொஹமட் அக்ரம்,Muslim
කිරින්දෙනිය ගමගේ මහේෂ්,கிரிந்தெனிய கமகே மஹேஷ்,Sinhala
තොටගමුවගේ පියුමා තොටගමුව,தொடகமுவகே பியுமா கொடகமுவ,Sinhala
මලියදේව රත්නායකගේ රසිකා කුමාරි ධර්මදාස,மலியதேவ ரத்னாயககே ரசிகா குமாரி தர்மதாச,Sinhala
කේසර පන්සිඳු අධිකාරි,கேசர பன்சிந்து அதிகாரி,Sinhala
මොහමඩ් හුසේන් මොහමඩ් අශ්‍රෆ්,மொஹமட் ஹுசைன் மொஹமட் அஷ்ரப்,Muslim
මහා දුරගේ ඔරින් දුරචන්ද්‍ර,மஹா துரகே ஒரின் துரசந்திர,Sinhala
චන්දිහසලක සුබසිංහ,சந்திஹசலக சுபசிங்ஹ,Sinhala
දිසානායක ආරච්චිලාගේ තුෂාර සන්ජීව රාජපක්ෂ,திசானாயக ஆரச்சிலாகே துஷார சஞ்ஜீவ ராஜபக்ஷ,Sinhala
තේනාගමගේ චාමිකා හංසනී,தேனாகமகே சாமிகா ஹங்சனீ,Sinhala
ලලිතා ලක්ෂ්මි පත්මසේන,லலிதா லக்ஷ்மி பத்மசேன,Sinhala
මුනන්ගල ආරච්චිල්ලාගේ සෝමාවතී,முனங்கல ஆரச்சிலாகே சோமாவதீ,Sinhala
අබයසේකර වන්නකු ආරච්චිගේ ලහිරු රන්දික අබයසේකර,அபயசேகர வன்னகு ஆரச்சிகே லஹிரு ரந்திக அபயசேகர,Sinhala
ඕමල්පේ සුමන රතන හිමි,ஓமல்பே சுமன ரதன தேரர்,Sinhala
හේවාවසම් ගමගේ ප්‍රේමරත්න,ஹேவாவசம் கமகே பிரேமரத்ன,Sinhala
විතානගේ දුෂාන් තාරක නිලුපුල්,விதானகே துஷான் தாரக நிலுபுல்,Sinhala
මද්දුමාගේ යසිරු ගිම්හාන්,மத்துமாகே யசிரு கிம்ஹான்,Sinhala
කෝන්පිටි කංකානමලාගේ සුමුඳු ලක්ෂාන්,கோன்பிட்டி கங்கானமலாகே சுமுந்து லக்ஷான்,Sinhala
එදිරිසිංහ අච්චිගේ රූපිකා ප්‍රියංගනී එදිරිසිංහ,எதிரிசிங்ஹ ஆச்சிகே ரூபிகா பிரியங்கனீ எதிரிசிங்ஹ,Sinhala
හේවාසුන්දරගේ චන්ද්‍රිකා දීපානි සිල්වා,ஹேவாசுந்தரகே சந்திரிகா தீபானி சில்வா,Sinhala
මල්ලව ආරච්චිලාගේ පත්මා කුමාරි,மல்லவ ஆரச்சிலாகே பத்மா குமாரி,Sinhala
පිටිගල ආරච්චිල්ලාගේ මානෙල් කුමාරි උඩවෙල,பிட்டிகல ஆரச்சில்லாகே மானெல் குமாரி உடவெல,Sinhala
අමරසිංහගේ මහේෂා නිශාදිනී පෙරේරා,அமரசிங்ஹகே மஹேஷா நிஷாதினி பெரேரா,Sinhala
ගමගේ පුෂ්පා දමයන්ති පෙරේරා,கமகே புஸ்பா தமயந்தி பெரேரா,Sinhala
සේනාධීරගේ සෝමලතා,சேனாதீரகே சோமலதா,Sinhala
ඉමිය හාමිල්ලාගේ මනෝරි ලසන්තා ගුණවර්ධන,இமியா ஹாமில்லாகே மனோரி லசந்தா குணவர்தன,Sinhala
කුරුප්පුමුදියන්සේලාගේ රේණුකා දමයන්ති කුරුප්පු,குருப்புமுதியன்சேலாகே ரேணுகா தமயந்தி குருப்பு,Sinhala
හේතුහාමිගේ චන්ද්‍රිකා වර්ණසූරිය,ஹேதுஹாமிகே சந்திரிகா வர்ணசூரிய,Sinhala
වීරක්කොඩිගේ තුෂාරි දීප්තිකා කරුණාරත්න,வீரக்கொடிகே துஷாரி தீப்திகா கருணாரத்ன,Sinhala
බස්තියන් කෝරාළලාගේ රංගිකා මධුෂානි රොඩ්රිගු,பஸ்தியன் கோராளலாகே ரங்கிகா மதுஷானி ரொட்ரிகோ,Sinhala
හෙනරත් හෙට්ටි ආරච්චිගේ උපාලි ‍ප්‍රියන්ත,ஹெனரத் ஹெட்டி ஆரச்சிகே உபாலி பிரியந்த,Sinhala
සතී යස්මින් ඉස්මයිල්,சதீ யஸ்மின் இஸ்மயில்,Muslim
සෙල්වරාජා ඩිවොන්සන්,செல்வராஜா டிவோன்சன்,Tamil
හපු ආරච්චිලාගේ දෝන ශාන්ති පුෂ්ප කුමාරි පෙරේරා,ஹப்பு ஆரச்சிலாகே தோன சாந்தி புஸ்ப குமாரி பெரேரா,Sinhala
ලියනගේ සුරේෂ් චතුරංග,லியனகே சுரேஷ் சதுரங்க,Sinhala
හේවාගම්මැද්දගේ චරිත ලක්මාල්,ஹேவாகம்மெத்தகே சரித லக்மால்,Sinhala
ගලහිටියාව ගෙදර නාමල් කුමාර විජේසිරි,கலஹிட்டியாவ கெதர நாமல் குமார விஜேசிறி,Sinhala
වීරසිංගම් ජීවරංජන්,வீரசிங்கம் ஜீவரஞ்சன்,Sinhala
බටේවෙල විදානෙලාගේ සේනානි දමයන්ති,வடேவெல விதாநெலாகே சேனானி தமயந்தி,Sinhala
චන්ද්‍රා මානෙල් කුමාරි ගුණසිංහ,சந்திரா மானெல் குமாரி குணசிங்க,Sinhala
රශ්මියා රම්ලාන්,ரஸ்மியா ரம்லான்,Sinhala
කොළඹගේ දොන චමිලා,கொளம்பகே தோன சமிலா,Sinhala
ජෙනට් දර්සිනි තුෂ්යන්දන්,ஜெனற் தர்சினி துஷ்யந்தன்,Sinhala
අමන්ගිරි හේනයලාගේ ෂාමන් චන්දන අමන්ගිරි,அமங்கிரி ஹேனயலாகே ஷாமன் சந்தன அமன்கிரி,Sinhala
කෝරලේ ගෙදර ශ්‍රීමාල් ලලන්ත කෝරලේ බන්ඩාර,கோரலே கெதர ஸிரீமால் லலந்த கோரலே பண்டார,Sinhala
උඩුමලගල ගමගේ රසික කුමාර,உடுமலகல கமகே ரசிக குமார,Sinhala
අබ්දුල් ෆරීඩ් සරූජ් මොහමඩ්,அப்துல் பரீட் சரூஜ் மொஹமட்,Muslim
දොඩංගොඩගේ දොන් මේනකා පුෂ්පකුමාරි,தொடங்கொடகே தொன் மேனகா புஸ்பகுமாரி,Sinhala
මොහමඩ් රුස්ලි ෂාහුල් හමීඩ්,மொஹமட் ருஸ்லி ஷாஹுல் ஹமீட்,Muslim
ගයනී කෞශල්‍යා තෙන්නකෝන්,கயனி கௌஷல்யா தென்னகோன்,Sinhala
පෝරගේ දොන් ඥාණතිලක,போரகே தொன் ஞாணதிலக,Sinhala
මාඹුලගේ දොන් ඥාණසිරි,மாம்புலகே தொன் ஞானசிறி,Sinhala
සුගත් උදය වීරකෝන්,சுகத் உதய வீரகோன்,Sinhala
පිටිගල ආරච්චිගේ වජිර ක්‍රිෂාන්ත පිටිගල,பிட்டிகல ஆரச்சிகே வஜிர கிரிஷாந்த பிட்டிகல,Sinhala
අම්පෙ මුහන්දිරම්ලාගේ මොහොමඩ් සුබයිර් මොහොමඩ් සුවයිබ්,அம்பெ முஹந்திரம்லாகே மொஹொமட் சுபைர் மொஹொமட் சுவைப்,Sinhala
වෙද දේවගේ තරිඳු මධුසංක,வெத தேவகே தரிந்து மதுசங்க,Sinhala
සින්නත්තම්බි කෝඩීස්වරන්,சின்னத்தம்பி கோடீஸ்வரன்,Tamil
දොන් කරුණාවතී රණසිංහ,தொன் கருணாவதி ரணசிங்ஹ,Sinhala
හේනක රාලලාගේ රම්‍යා සිරියලතා,ஹேனக ராலலாகே ரம்யா சிறியலதா,Sinhala
ගනිඅච්චි පතිරන්නැහලාගේ හිමාලි නිලංකා පතිරණ,கனியச்சி பதிரன்னெஹெலாகே நிமாலி நிலங்கா பதிரண,Sinhala
හේවා පේඩිගේ දීපිකා අනෝමා ශාන්තිලතා,ஹேவா பேடிகே தீபிகா அனோமா சாந்திலதா,Sinhala
සිද්දත්චාරි නැකත්ගේ අශෝකා ප්‍රියදර්ශනී,சித்தத்சாரி நெகத்கே அஷோகா பிரியதர்ஷனீ,Sinhala
මිල්ලතේ ආචාරිගේ අහේසිකා ලක්මාලි,மில்லதே ஆசாரிகே அஹேஸிகா லக்மாலி,Sinhala
කලුවාගේ ලීලාවතී,கலுவாகே லீலாவதீ,Sinhala
නාගසිංහ මුතුකුමාරණගේ තිලින දර්ශන,நாகசிங்ஹ முத்துகுமாரணகே திலின தர்ஷன,Sinhala
රණසිංහ පසිඳු මධුෂංඛ,ரணசிங்ஹ பசிந்து மதுஷங்க,Sinhala
මහමඩ කලපුවගේ රශ්මි මධුශිකා,மஹமட கலபுவகே ரஷ்மி மதுஷிகா,Sinhala
ගල් ඇටුම්බගේ රුමේස් තිවන්ක,கல் எட்டும்பகே ருமேஸ் திவங்க,Sinhala
පියුමච්චාරිගේ ඉෂාරා සෙව්වන්දි,பியுமச்சாரிகே இஷாரா செவ்வந்தி,Sinhala
තන්ත්‍රිගේ සනුර ජනිත් ප්‍රනාන්දු,தந்திரிகே சனுர ஜனித் பர்னாந்து,Sinhala
නානායක්කාර වර්ණකුල පටබැඳිගේ යොමාල් මලිත් තාරුක පෙරේරා,நானாயக்கார வர்ணகுல படபெந்திகே யொமால் மலித் தாருக பெரேரா,Sinhala
මදුරච්චාරිගේ ඉසුරු දෙව්රුවන් ප්‍රනාන්දු,மதுரச்சாரிகே இசுறு தெவிருவன் பர்னாந்து,Sinhala
පෙරුමාල් ඉරොෂන මල්ෂාන්,பெருமாள் இரோஷன மல்ஷான்,Sinhala
ඉසුරු සම්පත් ප්‍රනාන්දු,இசுறு சம்பத் பர்னாந்து,Sinhala
මතෙස්නම්බු හේවාගේ ඉඳුමිණී රංශයා ද සිල්වා,மதெஸ்னம்பு ஹேவாகே இந்துமினீ ரங்ஷயா டி சில்வா,Sinhala
ලොකුලියනගේ සුමනාවති,லொக்குலியனகே சுமணாவதி,Sinhala
දොන් ඉනෝකා ෂාමලී ලියනගේ,தொன் இனோகா ஷாமலி லியனகே,Sinhala
මුහම්මදු සහීදු සබීහා,முஹம்மது சஹீது சபீஹா,Muslim
මුහයිදීන් අබ්දුල් කාතිර් සිත්ති බිෂ්රුල් කරීමා,முகையதீன் அப்துல் காதிர் சித்தி பிஷ்றுல் கரீமா,Muslim
රණවීර ආරච්චි තේතැන්නැහැලාගේ ශ්‍රියාන්ත ඇමිනිෂන් කුමාර,ரணவீர ஆரச்சி தேதென்னெகெலாகே ஸ்ரீயன்த அமினிசன் குமார,Sinhala
ගල්ගානේ ගෙදර සේනාරත්න,கல்கானே கெதர சேனாரத்ன,Sinhala
කෝන්ගහ ගෙදර ශාන්ත හේරත් ඒකනායක,கோன்கஹ கெதர சாந்த ஹேரத் ஏக்கநாயக்க,Sinhala
විජලත් පේඩිගේ ප්‍රසන්න වික්‍රමරත්න,விஜலத் பேடிகே பிரசன்ன விக்ரமரத்ன,Sinhala
මද්දුමගේ චන්න ගජබා චන්ද්‍රසිරි,மத்துமகே சன்ன கஜபா சந்திரசிறி,Sinhala
විජයලත් පේඩිගේ රජින් සුරේන්ද්‍ර ජයවීර,விஜயலத் பேடிகே ரஜின் சுரேந்திர ஜயவீர,Sinhala
පිලාන පතිරණගේ අරුණසිරි අරියචන්ද්‍ර පතිරණ,பிலான பத்திரனகே அருணசிரி ஆரியசந்திர பத்திரன,Sinhala
නිසාර්ඩින් මොහොමඩ් හරුස්,நிசார்டீன் மொஹொமட் ஹருஸ்,Muslim
පෙරුම්බුලි ආරච්චිගේ ආරියපාල,பெரும்புள்ளி ஆராச்சிகே ஆரியபாலா,Sinhala
මුහම්මදු නුමාන් මුහම්මදු රාශිද්,முஹம்மத் நுமான் முஹம்மது ராஷித்,Muslim
විජේකෝන් මුදියන්සේලෑගෙදර ගාමිණී බණ්ඩාර,விஜேகோன் முதியன்சேலேகெதர காமினீ பண்டார,Sinhala
ජයවර්ධනගේ මායා මාලලතා සුමනා කුමාරිහාමි,ஜயவர்தனகே மாயா மாலலதா சுமனா குமாரிஹாமி,Sinhala
රණසිංහගේ ලීලාවති,ரணசிங்ஹகே லீலாவதி,Sinhala
මුත්තයියා ෂන්මුගනාදන්,முத்தையா சண்முகநாதன்,Tamil
ඈපා ආරච්චිල්ලාගේ ගුණතිලක,ஏபா ஆரச்சில்லாகே குணதிலக,Sinhala
කොග්ගල මහවිදානලාගේ ඩිලුෂි සෞම්‍යමාලි සිල්වා,கொக்கல மஹவிதானலாகே டிலுஷி செளமியமாலி சில்வா,Sinhala
එදිරිමාන්නගේ රංජනී,எதிரிமான்னகே ரஞ்சனி,Sinhala
ජයසුන්දර මුදියන්සේලාගේ රජිත උදයංග ජයසුන්දර,ஜயசுந்தர முதியன்சேலாகே ரஜித உதயங்க ஜயசுந்தர,Sinhala
රත්නායක මුදියන්සේලාගේ සුමනාවති,ரத்நாயக்க முதியன்சேலாகே சுமணாவதி,Sinhala
මලින්ති අරවින්දනී විජේසිංහ,மலின்தி அரவிந்தனி விஜேசிங்ஹ,Sinhala
රන්කොත් පේඩිගේ නිලුකා ප්‍රියදශීනී රන්කොත්,ரன்கொத் பேடிகே நிலுகா ப்ரியதர்ஷினி ரன்கொத்,Sinhala
රණතුංග ආරච්චිගේ ඉන්ද්‍රාවතී බියට්‍රිස්,ரணதுங்க ஆரச்சிகே இந்திராவதி பியடிரிஸ்,Sinhala
කනපැද්දලගමගේ ගයාන් කල්පිත චතුරංග,கனபெத்தலகமகே கயான் கல்பித சதுரங்க,Sinhala
ලියනගමගේ අකිල නුවන්,லியனகமகே அகில நுவன்,Sinhala
උඩුවන අතුකෝරාලලාගේ ධනපාල,உதுவன அதுகோராலலாகே தனபால,Sinhala
දෝන ගමගේ ඉනෝකා,தோன கமகே இனோக்கா,Sinhala
පිටිගල ලියනගේ චතුර ජයරංග,பிட்டிகல லியனகே சதுர ஜயரங்க,Sinhala
මරියදාස් ඇන්ටන් ජුලීස්,மரியதாஸ் அன்டன் ஜுலீஸ்,Sinhala
රදම්පල ගමගේ නිමල්,ரதம்பல கமகே நிமல்,Sinhala
මොහමඩ් සුෆියාන් මොහමඩ් සෆ්නි,மொஹமட் சுபியான் மொஹமட் சப்னி,Muslim
චිත්‍රපත්‍රගේ ඉන්දික රුවන් සමරජීව,சிதிரபதிரகே இந்திக ருவன் சமரஜீவ,Sinhala
චිත්‍රපත්‍ර ජිනසේන සිල්වා,சித்ரபத்ர ஜினசேன சில்வா,Sinhala
තෙබුවන ආචාරිගේ සිරිසේන,தெபுவன ஆசாரிகே சிறிசேன,Sinhala
මොහම්මද් අනාස්,மொஹம்மத் அனாஸ்,Muslim
උඩුගම අප්පුහාමිලාගේ සෙව්වන්දි,உடுகம அப்புஹாமிலாகே செவ்வந்தி,Sinhala
කුකුලෙ කංකානම්ගේ කසුන් තිලිණ,குகுலெ கங்கானம்கே கசுன் திலின,Sinhala
කංකානම් පතිරනගේ ශෂිකා නවෝදි ගුණතිලක,கங்கானம் பத்திரனகே சஷிகா நவோதி குணதிலக,Sinhala
දේවගේ දෝන නායනා නරෝෂිනී,தேவகே தோன நாயனா நிரோஸனி,Sinhala
සිරිවර්ධන පතිරණගේ හෂාන් ලහිරු,சிரிவர்தன பதிரனகே ஹஷான் லஹிரு,Sinhala
කුසුමාවතී වීරක්කොඩි,குசுமாவதீ வீரக்கொடி,Sinhala
ඉඳුනි උප්පලා ද සිල්වා රණසිංහ,இந்துனி உப்பலா டி சில்வா ரணசிங்ஹ,Sinhala
මල්මාලබදුගේ තිලාන් ෆ්‍රැන්සිස් දිනුෂ ප්‍රනාන්දු,மல்மாலபதுகே திலான் பிரான்சிஸ் தினுஷ பர்னாந்து,Sinhala
නෙත්තිකුමාර අප්පුහාමිලාගේ නිලුපුල් රුවන්,நெத்திகுமார அப்புஹாமிலாகே நிலுபுல் ருவன்,Sinhala
පැලවත්ත හෙට්ටිගේ විල්සන්,பெலவத்த ஹெட்டிகே வில்சன்,Sinhala
ගලගෙදගේ රවින්ද්‍ර කුමාර පෙරේරා,கலகெதகே ரவீந்திர குமார பெரேரா,Sinhala
කාරියවසම් විතානගෙයි ප්‍රියංකා ශ්‍යාමලී,காரியவசம் விதானகெய் பிரியங்கா சியாமலி,Sinhala
ගොඩහේනගේ සුමනාවති,கொடஹேனகே சுமனாவதி,Sinhala
විද්‍යාරත්න ගණිතයලාගේ සෝමාවතී,வித்யாரத்ன கனிதயலாகே சோமாவதி,Sinhala
සලන්චි මූකලගේ කුලසිරි,சலஞ்சி முகலகே குலசிறி,Sinhala
මොහමඩ් මහ්රුෆ් නූරුල් රෆීකා,மொஹமட் மஹ்ரூப் நூருல் ரபீகா,Muslim
කොළඹගේ දොන් ගුණරත්න,கொழம்பகே தொன் குணரத்ன,Sinhala
ජයකොඩි මුදියන්සේලාගේ සමන්ත ජයකොඩි,ஜயகொடி முதியன்சேலாகே சமந்த ஜயகொடி,Sinhala
වැල්ලගේ ගඟුල්නාථ හේමාල් ද සිල්වා,வெல்லகே கங்குல்னாத ஹேமால் டி சில்வா,Sinhala
වෙල්ලාලේ ගෙද‍ර රොෂාන් මනුජ,வெல்லாலே கெதர றொஷான் மனுஜ,Sinhala
සුරත්ත ශ්‍රී අරඹවත්ත,சுரத்த ஸ்ரீ அரம்பவத்த,Sinhala
තේනුවර අජිත් රෝහිත,தேநுவர அஜித் ரோஹித,Sinhala
වර්ණකුල පටබැදිගේ නිරෝෂන් පෙරේරා,வர்ணகுல பட்டபெந்திகே நிரோஷன் பெரேரா,Sinhala
මල්දෙනිය කෝරලාගේ චන්ද්‍රා කුමුදුණී මල්දෙනිය,மல்தெனிய கோரலாகே சந்திரா குமுதுணி மல்தெனிய,Sinhala
අතුර ලියනගේ මතිලා ප්‍රසන්ති ගුණසිංහ,அதுர லியனகே மதிலா பிரசந்தி குணசிங்ஹ,Sinhala
මුරුසාන් අලි ෆාතිමා රම්ෂා,முருஸான் அலி பாத்திமா ரம்ஷா,Sinhala
දේමිනි චන්දිමා කුමාරි ගාල්ලගේ,தேமினி சந்திமா குமாரி கால்லகே,Sinhala
කෝරලේගේ මල්ලිකා,கோரலேகே மல்லிகா,Sinhala
අරුමාදුර සුමනාවතී,அருமாதுர சுமனாவதீ,Sinhala
මහප්පු කංකානම්ගේ ඉන්දුමතී දමයන්ති,மஹப்பு கன்கானம்கே இந்துமதீ தமயந்தி,Sinhala
ලක්‍ෂ්මන් හේවා අබේපිටිය,லக்ஷ்மன் ஹேவா அபேபிட்டிய,Sinhala
මොහමඩ් සෙයින් මොහමඩ් අලි,மொஹமட் செயின் மொஹமட் அலி,Muslim
ඕවිටිගල විතානගේ දේවිකා රංජනී,ஓவிடிகல விதானகே தேவிகா ரஞ்சனி,Sinhala
දහම්සිරි ලියනගේ,தஹம்சிறி லியனகே,Sinhala
මුරුතවලගේ දොන් හෙන්ද්‍රික් පියසේන,முருதவலகே தொன் ஹெந்தீரிக் பியசேன,Sinhala
අහංගම විතානගේ දිල්ෂාන් මාධව,அஹங்கம விதானகே தில்ஷான் மாதவ,Sinhala
ගොඩපිටිය ලියනගේ විමලසිරි,கொடபிட்டிய லியனகே விமலசிரி,Sinhala
වල්ගම විතානගේ ධනුස්ක ‍පියන්තා,வல்கம விதானகே தனுஸ்க பியந்தா,Sinhala
හවූපේ ගමගේ වීරසිරි ජයවර්ධන,ஹவூபே கமகே வீரசிரி ஜயவர்த்ன,Sinhala
පකීර් ලාහිර් ෆාතුමා,பகீர் லாஹிர் பாத்துமா,Muslim
මිහිර ශ්‍රීමාල් ජාගොඩ,மிஹிர ஸிரீமால் ஜாகொட,Sinhala
පකීර් මොහමඩ් අබ්දුල් හසන් සීනතුල් ෂියාමා,பகீர் மொஹமட் அப்துல் ஹசன் சீனதுல் ஸியாமா,Muslim
මොහමඩ් සකාබ් සිත්ති වැසීලා,மொஹமட் சகாப் சித்தி வெசீலா,Muslim
මොහමඩ් තාහිර් සිත්ති නලීමා,மொஹமட் தாஹிர் சித்தி நலீமா,Muslim
ගමගේ ඉනෝකා දිල්රුක්ෂි,கமகே இனோகா தில்ருக்ஷி,Sinhala
මොහම්ඩ් තාහිර් පාත්තුම්මා පව්සියා,மொஹம்ட் தாஹிர் பாத்தும்மா பவ்சியா,Muslim
මොහමඩ් සම්සුදීන් පාතුම්මා නිලෝෆා,மொஹமட் சம்சுதீன் பாதும்மா நிலோபா,Muslim
කාසිම් මොහම්මඩ් බීබි පාත්තුම්මා,காசிம் மொஹம்மட் பீபீ பாத்தும்மா,Muslim
අබ්දුල් කෆූර් සිත්ති මසුනා,அப்துல் கபூர் சித்தி மசுனா,Muslim
වල්පොල කංකානම්ලාගේ නවින්දි නිසංසලා,வல்பொல கங்கானம்லாகே நவிந்தி நிசங்சலா,Sinhala
සිදම්බරම් රන්දිමා නියෝමි,சிதம்பரம் ரந்திமா நியோமி,Sinhala
වඩුගේ සුපිපි වාසනා ප්‍රනාන්දු,வடுகே சுபிபி வாசனா பர்னாந்து,Sinhala
හංසිකා සචිනි කුරුප්පු,ஹங்சிகா சசினி குருப்பு,Sinhala
මොහොට්ටිගේ ප්‍රමෝදි රවින්ධ්‍යා,மொஹொட்டிகே பிரமோதி ரவிந்த்யா,Sinhala
තෙන්නකෝන් අප්පුහාමිලාගේ කුලනි ජනිතා තෙන්නකෝන්,தென்னகோன் அப்புஹாமிலாகே குலனி ஜனிதா தென்னகோன்,Sinhala
කිටිනන් පරිමලා දේවි,கிட்ணன் பரிமளா தேவி,Tamil
මාකවිටගේ කුමුදිත අසංග පෙරේරා,மாகவிட்டகே குமுதித அசங்க பெரேரா,Sinhala
වීරකෝන් මුදියන්සේලාගේ සමන් කුමාර ගුණරත්න,வீரகோன் முதியன்சேலாகே சமன் குமார குணரத்ன,Sinhala
පට්ටියගේ අජිත්,பட்டியகே அஜித்,Sinhala
පට්ටියගේ සෝමසීලි පීරිස්,பட்டியகே சோமசீலி பீரிஸ்,Sinhala
නිල්වල කෝරලලාගේ ජයන්ත සමරසිංහ,நில்வல கோரலலாகே ஜயந்த சமரசிங்ஹ,Sinhala
නිරෝෂ ශෂීප්‍රිය ප්‍රැන්සිස්,நிரோஷ ஸஸீபிரிய பிரன்சிஸ்,Sinhala
කාලිඅප්පන් විජේලක්‍ෂ්මි,காளியப்பன் விஜேலக்ஷ்மி,Sinhala
වනසිංහ මුදියන්සේලාගේ දිනේෂ් කුමාර,வனசிங்ஹ முதியன்சேலாகே தினேஷ் குமார,Sinhala
ගමරාලලාගේ ඇලන් සුනීතා,கமராலலாகே எலன் சுனீதா,Sinhala
වෑවල පතිරණගේ නිරෝෂා සඳමාලි,வெவல பதிரணகே நிறோஷா சந்தமாலி,Sinhala
විජේසිංහ ඩිංගිරි බණ්ඩා කපුරුහාමි නන්දාවතී,டப்ளீவ் டிங்கிரி பண்டா கபுருஹாமி நந்தாவதி,Sinhala
අය්නුල් බසරියා රිස්වී රශාඩ්,ஐனுல் பசரியா ரிஸ்வி ரஷாத்,Muslim
ජමාල්දීන් මොහමඩ් ෆරිස්දීන්,ஜமால்தீன் மொஹமட் பரிஸ்தீன்,Muslim
අජන්තාදේවි ජීවාකරන්,அஜந்தாதேவி ஜீவாகரன்,Tamil
සිවන් රාජමනි සෙන්දිල් කුමාර්,சிவன் ராஜமணி செந்தில் குமார்,Tamil
කේසව කුමාර ගොඩහේවා,கேசவ குமார கொடஹேவா,Sinhala
ගෝණගලගේ ඉඳුනිල් සමීර,கோனகலகே இந்துனில் சமீர,Sinhala
දෝන කුසුමාවතී ඕපනායක,தோன குசுமாவதீ ஒபனாயக,Sinhala
විමලා ජයවර්ධන,விமலா ஜயவர்த்தன,Sinhala
මොහමඩ් ඉසඩීන් හුසෙයින් අක්‍රම්,மொஹமட் இசதீன் ஹுசைன் அக்ரம்,Muslim
කරුණාරත්න වාසල මුදියන්සේලාගේ ගමගෙදර විජේරත්න මැණිකේ,கருணாரத்ன வாசல முதியன்சேலாகே கமகெதர விஜேரத்ன மெனிகே,Sinhala
හේවා කංකානමලාගේ නන්දාවතී,ஹேவா கங்கானமலாகே நந்தாவதீ,Sinhala
සෙල්වච්සිවකුමරන් මේකලා,செல்வச்சிவகுமரன் மேகலா,Tamil
හේරත් මුදියන්සේලාගේ අංජලී සෙව්වන්දි හේරත්,ஹேரத் முதியன்சேலாகே அஞ்சலி செவ்வந்தி ஹேரத்,Sinhala
තලහිටිය ගමරාලලාගේ උදේශිනී කේෂානි,தலஹிட்டிய கமராலலாகே உதேஷினி கேஷானி,Sinhala
අබ්දුල් මුජීබ් මුහම්මදු මුකීත්,அப்துல் முஜீப் முகம்மது முகீத்,Muslim
මහවිතානගේ සුරේෂ් චන්දන ගුණසේන,மகவிதானகே சுரேஷ் சந்தன குணசேன,Sinhala
බලාපුවඩුගේ සුජීවා ප්‍රියදර්ශණී මැන්දිස්,பலாப்புவடுகே சுஜீவா ப்ரியதர்சனி மென்டிஸ்,Sinhala
රත්නායක පල්ලියෙගේ කුසුමාවතී,ரத்நாயக்க பல்லியெகே குசுமாவதி,Sinhala
